orbit	ock	ick	et	pos[0]	pos[1]	pos[2]	blat	blon	blon0	ascending
5555	5555	937	1545797.878951	-350.970871	-318.773067	-3716.164899	-82.738613	-137.758200	-164.085444	1
5555	5555	938	1545799.878951	-357.408619	-320.843764	-3715.380573	-82.643564	-138.092912	-164.420155	1
5555	5555	939	1545801.878951	-363.845807	-322.911605	-3714.584196	-82.548054	-138.418426	-164.745669	1
5555	5555	940	1545803.878951	-370.282413	-324.976583	-3713.775770	-82.452324	-138.735941	-165.063184	1
5555	5555	941	1545805.878951	-376.718416	-327.038693	-3712.955299	-82.356562	-139.045176	-165.372419	1
5555	5555	942	1545807.878951	-383.153794	-329.097926	-3712.122783	-82.260597	-139.346995	-165.674238	1
5555	5555	943	1545809.878951	-389.588526	-331.154278	-3711.278227	-82.164498	-139.643081	-165.970324	1
5555	5555	944	1545811.878951	-396.022591	-333.207742	-3710.421633	-82.068208	-139.932223	-166.259466	1
5555	5555	945	1545813.878951	-402.455966	-335.258311	-3709.553004	-81.971494	-140.213776	-166.541019	1
5555	5555	946	1545815.878951	-408.888631	-337.305978	-3708.672342	-81.874605	-140.488859	-166.816102	1
5555	5555	947	1545817.878951	-415.320563	-339.350739	-3707.779651	-81.777602	-140.758961	-167.086205	1
5555	5555	948	1545819.878951	-421.751742	-341.392586	-3706.874934	-81.680435	-141.022987	-167.350230	1
5555	5555	949	1545821.878951	-428.182147	-343.431512	-3705.958193	-81.583235	-141.279415	-167.606658	1
5555	5555	950	1545823.878951	-434.611754	-345.467512	-3705.029431	-81.485883	-141.530207	-167.857450	1
5555	5555	951	1545825.878951	-441.040544	-347.500580	-3704.088652	-81.388201	-141.776002	-168.103245	1
5555	5555	952	1545827.878951	-447.468495	-349.530708	-3703.135858	-81.290377	-142.016504	-168.343747	1
5555	5555	953	1545829.878951	-453.895585	-351.557891	-3702.171053	-81.192651	-142.252640	-168.579884	1
5555	5555	954	1545831.878951	-460.321792	-353.582123	-3701.194240	-81.094791	-142.483804	-168.811047	1
5555	5555	955	1545833.878951	-466.747096	-355.603397	-3700.205422	-80.996581	-142.709392	-169.036635	1
5555	5555	956	1545835.878951	-473.171474	-357.621706	-3699.204602	-80.898248	-142.930323	-169.257566	1
5555	5555	957	1545837.878951	-479.594906	-359.637046	-3698.191783	-80.800029	-143.147583	-169.474826	1
5555	5555	958	1545839.878951	-486.017370	-361.649409	-3697.166970	-80.701692	-143.360457	-169.687700	1
5555	5555	959	1545841.878951	-492.438844	-363.658790	-3696.130164	-80.602992	-143.568249	-169.895492	1
5555	5555	960	1545843.878951	-498.859307	-365.665182	-3695.081371	-80.504183	-143.771924	-170.099167	1
5555	5555	961	1545845.878951	-505.278738	-367.668580	-3694.020592	-80.405469	-143.971221	-170.298464	1
5555	5555	962	1545847.878951	-511.697114	-369.668976	-3692.947832	-80.306652	-144.166658	-170.493901	1
5555	5555	963	1545849.878951	-518.114416	-371.666365	-3691.863094	-80.207597	-144.359803	-170.687046	1
5555	5555	964	1545851.878951	-524.530620	-373.660741	-3690.766381	-80.108444	-144.549273	-170.876516	1
5555	5555	965	1545853.878951	-530.945706	-375.652098	-3689.657697	-80.009339	-144.733848	-171.061091	1
5555	5555	966	1545855.878951	-537.359653	-377.640429	-3688.537047	-79.910142	-144.914990	-171.242233	1
5555	5555	967	1545857.878951	-543.772438	-379.625729	-3687.404432	-79.810671	-145.093042	-171.420285	1
5555	5555	968	1545859.878951	-550.184041	-381.607992	-3686.259858	-79.711115	-145.267843	-171.595086	1
5555	5555	969	1545861.878951	-556.594439	-383.587211	-3685.103328	-79.611705	-145.440278	-171.767521	1
5555	5555	970	1545863.878951	-563.003613	-385.563381	-3683.934846	-79.512213	-145.609628	-171.936871	1
5555	5555	971	1545865.878951	-569.411539	-387.536496	-3682.754415	-79.412430	-145.775088	-172.102331	1
5555	5555	972	1545867.878951	-575.818197	-389.506549	-3681.562039	-79.312572	-145.937641	-172.264884	1
5555	5555	973	1545869.878951	-582.223565	-391.473535	-3680.357723	-79.212810	-146.097249	-172.424492	1
5555	5555	974	1545871.878951	-588.627622	-393.437447	-3679.141470	-79.112975	-146.254112	-172.581355	1
5555	5555	975	1545873.878951	-595.030347	-395.398281	-3677.913284	-79.013089	-146.408200	-172.735443	1
5555	5555	976	1545875.878951	-601.431717	-397.356029	-3676.673169	-78.913133	-146.559684	-172.886928	1
5555	5555	977	1545877.878951	-607.831712	-399.310686	-3675.421130	-78.812830	-146.707010	-173.034254	1
5555	5555	978	1545879.878951	-614.230311	-401.262247	-3674.157170	-78.712465	-146.851893	-173.179136	1
5555	5555	979	1545881.878951	-620.627491	-403.210705	-3672.881293	-78.612056	-146.994292	-173.321535	1
5555	5555	980	1545883.878951	-627.023231	-405.156054	-3671.593505	-78.511588	-147.134377	-173.461620	1
5555	5555	981	1545885.878951	-633.417510	-407.098289	-3670.293808	-78.411138	-147.274160	-173.601403	1
5555	5555	982	1545887.878951	-639.810307	-409.037404	-3668.982207	-78.310629	-147.411712	-173.738956	1
5555	5555	983	1545889.878951	-646.201600	-410.973393	-3667.658707	-78.210102	-147.548100	-173.875343	1
5555	5555	984	1545891.878951	-652.591368	-412.906251	-3666.323312	-78.109518	-147.682349	-174.009592	1
5555	5555	985	1545893.878951	-658.979589	-414.835970	-3664.976025	-78.008879	-147.814416	-174.141659	1
5555	5555	986	1545895.878951	-665.366242	-416.762547	-3663.616853	-77.908188	-147.944447	-174.271690	1
5555	5555	987	1545897.878951	-671.751306	-418.685975	-3662.245798	-77.807410	-148.071605	-174.398848	1
5555	5555	988	1545899.878951	-678.134759	-420.606248	-3660.862866	-77.706582	-148.196841	-174.524084	1
5555	5555	989	1545901.878951	-684.516579	-422.523361	-3659.468061	-77.605928	-148.320916	-174.648160	1
5555	5555	990	1545903.878951	-690.896747	-424.437307	-3658.061388	-77.505226	-148.443152	-174.770395	1
5555	5555	991	1545905.878951	-697.275239	-426.348083	-3656.642851	-77.404288	-148.563742	-174.890985	1
5555	5555	992	1545907.878951	-703.652035	-428.255681	-3655.212455	-77.303306	-148.682570	-175.009813	1
5555	5555	993	1545909.878951	-710.027114	-430.160095	-3653.770204	-77.202456	-148.798678	-175.125921	1
5555	5555	994	1545911.878951	-716.400453	-432.061322	-3652.316104	-77.101563	-148.913127	-175.240370	1
5555	5555	995	1545913.878951	-722.772033	-433.959354	-3650.850159	-77.000472	-149.026831	-175.354074	1
5555	5555	996	1545915.878951	-729.141830	-435.854187	-3649.372373	-76.899339	-149.138930	-175.466173	1
5555	5555	997	1545917.878951	-735.509825	-437.745814	-3647.882752	-76.798333	-149.249428	-175.576672	1
5555	5555	998	1545919.878951	-741.875996	-439.634231	-3646.381301	-76.697287	-149.358397	-175.685641	1
5555	5555	999	1545921.878951	-748.240320	-441.519431	-3644.868024	-76.596006	-149.465186	-175.792429	1
5555	5555	1000	1545923.878951	-754.602778	-443.401409	-3643.342927	-76.494689	-149.570522	-175.897766	1
5555	5555	1001	1545925.878951	-760.963348	-445.280160	-3641.806014	-76.393365	-149.675236	-176.002479	1
5555	5555	1002	1545927.878951	-767.322008	-447.155679	-3640.257291	-76.292006	-149.778547	-176.105790	1
5555	5555	1003	1545929.878951	-773.678737	-449.027959	-3638.696762	-76.190799	-149.880365	-176.207608	1
5555	5555	1004	1545931.878951	-780.033513	-450.896995	-3637.124433	-76.089558	-149.980843	-176.308086	1
5555	5555	1005	1545933.878951	-786.386317	-452.762782	-3635.540308	-75.988066	-150.079353	-176.406596	1
5555	5555	1006	1545935.878951	-792.737125	-454.625315	-3633.944394	-75.886543	-150.176588	-176.503832	1
5555	5555	1007	1545937.878951	-799.085917	-456.484588	-3632.336695	-75.785015	-150.273343	-176.600586	1
5555	5555	1008	1545939.878951	-805.432672	-458.340595	-3630.717216	-75.683457	-150.368862	-176.696106	1
5555	5555	1009	1545941.878951	-811.777369	-460.193332	-3629.085963	-75.582051	-150.462208	-176.789451	1
5555	5555	1010	1545943.878951	-818.119985	-462.042792	-3627.442941	-75.480615	-150.554389	-176.881632	1
5555	5555	1011	1545945.878951	-824.460500	-463.888972	-3625.788155	-75.378967	-150.646379	-176.973622	1
5555	5555	1012	1545947.878951	-830.798893	-465.731865	-3624.121612	-75.277289	-150.737233	-177.064477	1
5555	5555	1013	1545949.878951	-837.135142	-467.571465	-3622.443315	-75.175582	-150.826236	-177.153479	1
5555	5555	1014	1545951.878951	-843.469225	-469.407769	-3620.753272	-75.073848	-150.914160	-177.241403	1
5555	5555	1015	1545953.878951	-849.801123	-471.240770	-3619.051487	-74.972062	-151.001033	-177.328276	1
5555	5555	1016	1545955.878951	-856.130813	-473.070463	-3617.337966	-74.870251	-151.086871	-177.414114	1
5555	5555	1017	1545957.878951	-862.458275	-474.896844	-3615.612714	-74.768464	-151.172405	-177.499648	1
5555	5555	1018	1545959.878951	-868.783486	-476.719906	-3613.875738	-74.666652	-151.256932	-177.584176	1
5555	5555	1019	1545961.878951	-875.106427	-478.539645	-3612.127043	-74.564790	-151.339768	-177.667011	1
5555	5555	1020	1545963.878951	-881.427075	-480.356055	-3610.366634	-74.462905	-151.421646	-177.748889	1
5555	5555	1021	1545965.878951	-887.745409	-482.169131	-3608.594517	-74.361185	-151.502497	-177.829740	1
5555	5555	1022	1545967.878951	-894.061409	-483.978869	-3606.810699	-74.259442	-151.582430	-177.909673	1
5555	5555	1023	1545969.878951	-900.375053	-485.785263	-3605.015185	-74.157488	-151.661550	-177.988793	1
5555	5555	1024	1545971.878951	-906.686319	-487.588308	-3603.207980	-74.055512	-151.739786	-178.067030	1
5555	5555	1025	1545973.878951	-912.995187	-489.387998	-3601.389091	-73.953538	-151.817835	-178.145078	1
5555	5555	1026	1545975.878951	-919.301636	-491.184330	-3599.558525	-73.851542	-151.895021	-178.222264	1
5555	5555	1027	1545977.878951	-925.605644	-492.977297	-3597.716285	-73.749503	-151.970689	-178.297933	1
5555	5555	1028	1545979.878951	-931.907190	-494.766894	-3595.862380	-73.647443	-152.045537	-178.372780	1
5555	5555	1029	1545981.878951	-938.206253	-496.553118	-3593.996814	-73.545390	-152.119572	-178.446815	1
5555	5555	1030	1545983.878951	-944.502812	-498.335962	-3592.119595	-73.443318	-152.192818	-178.520061	1
5555	5555	1031	1545985.878951	-950.796846	-500.115421	-3590.230727	-73.341222	-152.265950	-178.593193	1
5555	5555	1032	1545987.878951	-957.088333	-501.891492	-3588.330218	-73.239106	-152.338310	-178.665553	1
5555	5555	1033	1545989.878951	-963.377252	-503.664167	-3586.418073	-73.136978	-152.409259	-178.736502	1
5555	5555	1034	1545991.878951	-969.663583	-505.433444	-3584.494299	-73.034832	-152.479472	-178.806715	1
5555	5555	1035	1545993.878951	-975.947304	-507.199317	-3582.558901	-72.932639	-152.548969	-178.876212	1
5555	5555	1036	1545995.878951	-982.228394	-508.961780	-3580.611888	-72.830430	-152.617756	-178.944999	1
5555	5555	1037	1545997.878951	-988.506832	-510.720830	-3578.653263	-72.728232	-152.685841	-179.013084	1
5555	5555	1038	1545999.878951	-994.782597	-512.476461	-3576.683035	-72.626017	-152.753241	-179.080485	1
5555	5555	1039	1546001.878951	-1001.055668	-514.228668	-3574.701210	-72.523807	-152.820596	-179.147839	1
5555	5555	1040	1546003.878951	-1007.326024	-515.977446	-3572.707794	-72.421580	-152.887282	-179.214525	1
5555	5555	1041	1546005.878951	-1013.593643	-517.722791	-3570.702793	-72.319317	-152.952690	-179.279933	1
5555	5555	1042	1546007.878951	-1019.858505	-519.464698	-3568.686214	-72.217038	-153.017460	-179.344704	1
5555	5555	1043	1546009.878951	-1026.120588	-521.203163	-3566.658064	-72.114745	-153.081603	-179.408846	1
5555	5555	1044	1546011.878951	-1032.379872	-522.938179	-3564.618350	-72.012436	-153.145128	-179.472371	1
5555	5555	1045	1546013.878951	-1038.636335	-524.669743	-3562.567077	-71.910113	-153.208047	-179.535290	1
5555	5555	1046	1546015.878951	-1044.889956	-526.397850	-3560.504253	-71.807776	-153.270370	-179.597613	1
5555	5555	1047	1546017.878951	-1051.140715	-528.122495	-3558.429885	-71.705443	-153.332706	-179.659949	1
5555	5555	1048	1546019.878951	-1057.388591	-529.843673	-3556.343979	-71.603096	-153.394458	-179.721701	1
5555	5555	1049	1546021.878951	-1063.633562	-531.561380	-3554.246542	-71.500747	-153.455036	-179.782279	1
5555	5555	1050	1546023.878951	-1069.875607	-533.275611	-3552.137581	-71.398385	-153.515057	-179.842300	1
5555	5555	1051	1546025.878951	-1076.114705	-534.986361	-3550.017102	-71.295979	-153.574535	-179.901778	1
5555	5555	1052	1546027.878951	-1082.350836	-536.693627	-3547.885114	-71.193560	-153.633473	-179.960717	1
5555	5555	1053	1546029.878951	-1088.583979	-538.397402	-3545.741622	-71.091159	206.308126	179.980883	1
5555	5555	1054	1546031.878951	-1094.814111	-540.097683	-3543.586634	-70.988747	206.250246	179.923003	1
5555	5555	1055	1546033.878951	-1101.041214	-541.794465	-3541.420157	-70.886340	206.192307	179.865064	1
5555	5555	1056	1546035.878951	-1107.265265	-543.487743	-3539.242198	-70.783920	206.134881	179.807638	1
5555	5555	1057	1546037.878951	-1113.486243	-545.177513	-3537.052764	-70.681472	206.078527	179.751284	1
5555	5555	1058	1546039.878951	-1119.704129	-546.863771	-3534.851862	-70.579012	206.022664	179.695421	1
5555	5555	1059	1546041.878951	-1125.918900	-548.546511	-3532.639499	-70.476508	205.967277	179.640033	1
5555	5555	1060	1546043.878951	-1132.130536	-550.225729	-3530.415683	-70.373993	205.912365	179.585121	1
5555	5555	1061	1546045.878951	-1138.339016	-551.901422	-3528.180421	-70.271500	205.857926	179.530683	1
5555	5555	1062	1546047.878951	-1144.544319	-553.573584	-3525.933720	-70.168995	205.803947	179.476704	1
5555	5555	1063	1546049.878951	-1150.746424	-555.242210	-3523.675588	-70.066530	205.749877	179.422633	1
5555	5555	1064	1546051.878951	-1156.945311	-556.907297	-3521.406031	-69.964054	205.696259	179.369016	1
5555	5555	1065	1546053.878951	-1163.140958	-558.568841	-3519.125058	-69.861330	205.643579	179.316336	1
5555	5555	1066	1546055.878951	-1169.333344	-560.226836	-3516.832676	-69.758597	205.591334	179.264091	1
5555	5555	1067	1546057.878951	-1175.522450	-561.881278	-3514.528891	-69.656043	205.539464	179.212221	1
5555	5555	1068	1546059.878951	-1181.708253	-563.532164	-3512.213713	-69.553480	205.488015	179.160772	1
5555	5555	1069	1546061.878951	-1187.890734	-565.179488	-3509.887148	-69.450940	205.437082	179.109839	1
5555	5555	1070	1546063.878951	-1194.069871	-566.823246	-3507.549205	-69.348390	205.386557	179.059314	1
5555	5555	1071	1546065.878951	-1200.245643	-568.463434	-3505.199889	-69.245796	205.336427	179.009184	1
5555	5555	1072	1546067.878951	-1206.418030	-570.100048	-3502.839211	-69.143194	205.286692	178.959449	1
5555	5555	1073	1546069.878951	-1212.587011	-571.733084	-3500.467176	-69.040444	205.236787	178.909544	1
5555	5555	1074	1546071.878951	-1218.752565	-573.362537	-3498.083793	-68.937685	205.187273	178.860030	1
5555	5555	1075	1546073.878951	-1224.914671	-574.988402	-3495.689069	-68.835091	205.138704	178.811460	1
5555	5555	1076	1546075.878951	-1231.073310	-576.610677	-3493.283013	-68.732489	205.090508	178.763264	1
5555	5555	1077	1546077.878951	-1237.228459	-578.229356	-3490.865633	-68.629842	205.042673	178.715430	1
5555	5555	1078	1546079.878951	-1243.380098	-579.844435	-3488.436935	-68.527188	204.995201	178.667958	1
5555	5555	1079	1546081.878951	-1249.528206	-581.455911	-3485.996929	-68.424561	204.948092	178.620849	1
5555	5555	1080	1546083.878951	-1255.672763	-583.063779	-3483.545622	-68.321926	204.901335	178.574092	1
5555	5555	1081	1546085.878951	-1261.813749	-584.668034	-3481.083021	-68.219146	204.854389	178.527145	1
5555	5555	1082	1546087.878951	-1267.951141	-586.268674	-3478.609136	-68.116358	204.807791	178.480548	1
5555	5555	1083	1546089.878951	-1274.084920	-587.865693	-3476.123975	-68.013700	204.762068	178.434824	1
5555	5555	1084	1546091.878951	-1280.215066	-589.459088	-3473.627544	-67.911035	204.716677	178.389434	1
5555	5555	1085	1546093.878951	-1286.341556	-591.048854	-3471.119854	-67.808363	204.671615	178.344371	1
5555	5555	1086	1546095.878951	-1292.464371	-592.634988	-3468.600911	-67.705683	204.626876	178.299633	1
5555	5555	1087	1546097.878951	-1298.583490	-594.217486	-3466.070723	-67.602812	204.582324	178.255081	1
5555	5555	1088	1546099.878951	-1304.698893	-595.796343	-3463.529301	-67.499933	204.538089	178.210846	1
5555	5555	1089	1546101.878951	-1310.810558	-597.371555	-3460.976650	-67.397270	204.494302	178.167059	1
5555	5555	1090	1546103.878951	-1316.918466	-598.943119	-3458.412781	-67.294601	204.450822	178.123579	1
5555	5555	1091	1546105.878951	-1323.022595	-600.511031	-3455.837701	-67.191887	204.407638	178.080395	1
5555	5555	1092	1546107.878951	-1329.122925	-602.075286	-3453.251418	-67.089167	204.364751	178.037507	1
5555	5555	1093	1546109.878951	-1335.219436	-603.635882	-3450.653942	-66.986304	204.321653	177.994410	1
5555	5555	1094	1546111.878951	-1341.312106	-605.192812	-3448.045280	-66.883434	204.278852	177.951609	1
5555	5555	1095	1546113.878951	-1347.400916	-606.746075	-3445.425442	-66.780733	204.236848	177.909605	1
5555	5555	1096	1546115.878951	-1353.485845	-608.295667	-3442.794435	-66.678026	204.195127	177.867884	1
5555	5555	1097	1546117.878951	-1359.566872	-609.841582	-3440.152269	-66.575314	204.153685	177.826441	1
5555	5555	1098	1546119.878951	-1365.643976	-611.383818	-3437.498951	-66.472595	204.112517	177.785274	1
5555	5555	1099	1546121.878951	-1371.717138	-612.922370	-3434.834491	-66.369686	204.071495	177.744251	1
5555	5555	1100	1546123.878951	-1377.786337	-614.457235	-3432.158898	-66.266772	204.030740	177.703497	1
5555	5555	1101	1546125.878951	-1383.851552	-615.988409	-3429.472179	-66.163861	203.989886	177.662643	1
5555	5555	1102	1546127.878951	-1389.912763	-617.515889	-3426.774344	-66.060945	203.949298	177.622055	1
5555	5555	1103	1546129.878951	-1395.969949	-619.039670	-3424.065402	-65.958012	203.909432	177.582189	1
5555	5555	1104	1546131.878951	-1402.023090	-620.559749	-3421.345362	-65.855073	203.869821	177.542578	1
5555	5555	1105	1546133.878951	-1408.072166	-622.076122	-3418.614232	-65.752317	203.830489	177.503246	1
5555	5555	1106	1546135.878951	-1414.117156	-623.588785	-3415.872021	-65.649555	203.791406	177.464163	1
5555	5555	1107	1546137.878951	-1420.158040	-625.097735	-3413.118739	-65.546641	203.752547	177.425304	1
5555	5555	1108	1546139.878951	-1426.194797	-626.602968	-3410.354393	-65.443723	203.713930	177.386686	1
5555	5555	1109	1546141.878951	-1432.227406	-628.104481	-3407.578994	-65.340770	203.675098	177.347855	1
5555	5555	1110	1546143.878951	-1438.255849	-629.602270	-3404.792551	-65.237813	203.636508	177.309265	1
5555	5555	1111	1546145.878951	-1444.280104	-631.096330	-3401.995072	-65.135071	203.598533	177.271289	1
5555	5555	1112	1546147.878951	-1450.300150	-632.586660	-3399.186566	-65.032323	203.560788	177.233544	1
5555	5555	1113	1546149.878951	-1456.315968	-634.073255	-3396.367044	-64.929383	203.523343	177.196099	1
5555	5555	1114	1546151.878951	-1462.327538	-635.556111	-3393.536513	-64.826438	203.486123	177.158879	1
5555	5555	1115	1546153.878951	-1468.334838	-637.035225	-3390.694984	-64.723675	203.449149	177.121906	1
5555	5555	1116	1546155.878951	-1474.337849	-638.510594	-3387.842465	-64.620908	203.412394	177.085151	1
5555	5555	1117	1546157.878951	-1480.336551	-639.982213	-3384.978966	-64.517911	203.375728	177.048485	1
5555	5555	1118	1546159.878951	-1486.330922	-641.450081	-3382.104496	-64.414910	203.339277	177.012034	1
5555	5555	1119	1546161.878951	-1492.320944	-642.914192	-3379.219065	-64.312130	203.303164	176.975921	1
5555	5555	1120	1546163.878951	-1498.306595	-644.374544	-3376.322682	-64.209347	203.267259	176.940016	1
5555	5555	1121	1546165.878951	-1504.287856	-645.831133	-3373.415356	-64.106425	203.231118	176.903875	1
5555	5555	1122	1546167.878951	-1510.264705	-647.283957	-3370.497098	-64.003502	203.195177	176.867934	1
5555	5555	1123	1546169.878951	-1516.237124	-648.733010	-3367.567915	-63.901588	203.155969	176.828726	1
5555	5555	1124	1546171.878951	-1522.205092	-650.178291	-3364.627819	-63.799676	203.116971	176.789728	1
5555	5555	1125	1546173.878951	-1528.168588	-651.619795	-3361.676819	-63.701702	203.070132	176.742889	1
5555	5555	1126	1546175.878951	-1534.127593	-653.057520	-3358.714924	-63.603716	203.023578	176.696335	1
5555	5555	1127	1546177.878951	-1540.082087	-654.491462	-3355.742144	-63.504030	202.984284	176.657041	1
5555	5555	1128	1546179.878951	-1546.032048	-655.921618	-3352.758488	-63.404334	202.945225	176.617982	1
5555	5555	1129	1546181.878951	-1551.977458	-657.347984	-3349.763968	-63.302688	202.912473	176.585230	1
5555	5555	1130	1546183.878951	-1557.918296	-658.770558	-3346.758591	-63.201035	202.879905	176.552661	1
5555	5555	1131	1546185.878951	-1563.854541	-660.189335	-3343.742368	-63.097190	202.849862	176.522619	1
5555	5555	1132	1546187.878951	-1569.786175	-661.604314	-3340.715310	-62.993341	202.819977	176.492734	1
5555	5555	1133	1546189.878951	-1575.713176	-663.015490	-3337.677425	-62.888339	202.789831	176.462587	1
5555	5555	1134	1546191.878951	-1581.635526	-664.422860	-3334.628724	-62.783335	202.759841	176.432597	1
5555	5555	1135	1546193.878951	-1587.553203	-665.826422	-3331.569216	-62.678290	202.729803	176.402560	1
5555	5555	1136	1546195.878951	-1593.466188	-667.226171	-3328.498912	-62.573243	202.699920	176.372677	1
5555	5555	1137	1546197.878951	-1599.374460	-668.622106	-3325.417822	-62.467997	202.670670	176.343427	1
5555	5555	1138	1546199.878951	-1605.278001	-670.014223	-3322.325956	-62.362750	202.641567	176.314323	1
5555	5555	1139	1546201.878951	-1611.176789	-671.402518	-3319.223323	-62.257744	202.612137	176.284894	1
5555	5555	1140	1546203.878951	-1617.070805	-672.786989	-3316.109935	-62.152738	202.582852	176.255609	1
5555	5555	1141	1546205.878951	-1622.960029	-674.167633	-3312.985800	-62.048310	202.552777	176.225533	1
5555	5555	1142	1546207.878951	-1628.844441	-675.544446	-3309.850930	-61.943880	202.522849	176.195605	1
5555	5555	1143	1546209.878951	-1634.724021	-676.917425	-3306.705335	-61.839687	202.492599	176.165356	1
5555	5555	1144	1546211.878951	-1640.598749	-678.286569	-3303.549024	-61.735493	202.462499	176.135255	1
5555	5555	1145	1546213.878951	-1646.468606	-679.651873	-3300.382009	-61.631488	202.432367	176.105124	1
5555	5555	1146	1546215.878951	-1652.333571	-681.013334	-3297.204299	-61.527482	202.402381	176.075138	1
5555	5555	1147	1546217.878951	-1658.193624	-682.370950	-3294.015905	-61.424035	202.372299	176.045056	1
5555	5555	1148	1546219.878951	-1664.048747	-683.724718	-3290.816838	-61.320587	202.342360	176.015117	1
5555	5555	1149	1546221.878951	-1669.898918	-685.074634	-3287.607107	-61.217238	202.312193	175.984950	1
5555	5555	1150	1546223.878951	-1675.744118	-686.420697	-3284.386723	-61.113887	202.282169	175.954926	1
5555	5555	1151	1546225.878951	-1681.584328	-687.762902	-3281.155698	-61.010866	202.251930	175.924687	1
5555	5555	1152	1546227.878951	-1687.419527	-689.101248	-3277.914040	-60.907842	202.221833	175.894590	1
5555	5555	1153	1546229.878951	-1693.249697	-690.435731	-3274.661762	-60.804867	202.191787	175.864543	1
5555	5555	1154	1546231.878951	-1699.074816	-691.766348	-3271.398873	-60.701890	202.161879	175.834636	1
5555	5555	1155	1546233.878951	-1704.894865	-693.093097	-3268.125384	-60.598916	202.131831	175.804588	1
5555	5555	1156	1546235.878951	-1710.709826	-694.415975	-3264.841306	-60.495939	202.101922	175.774679	1
5555	5555	1157	1546237.878951	-1716.519677	-695.734979	-3261.546650	-60.393153	202.071791	175.744548	1
5555	5555	1158	1546239.878951	-1722.324399	-697.050106	-3258.241426	-60.290364	202.041799	175.714556	1
5555	5555	1159	1546241.878951	-1728.123973	-698.361354	-3254.925646	-60.187382	202.012303	175.685060	1
5555	5555	1160	1546243.878951	-1733.918379	-699.668720	-3251.599319	-60.084398	201.982940	175.655697	1
5555	5555	1161	1546245.878951	-1739.707598	-700.972201	-3248.262458	-59.981593	201.953821	175.626578	1
5555	5555	1162	1546247.878951	-1745.491609	-702.271795	-3244.915072	-59.878787	201.924832	175.597589	1
5555	5555	1163	1546249.878951	-1751.270393	-703.567498	-3241.557172	-59.776039	201.895514	175.568271	1
5555	5555	1164	1546251.878951	-1757.043931	-704.859309	-3238.188771	-59.673288	201.866327	175.539084	1
5555	5555	1165	1546253.878951	-1762.812203	-706.147225	-3234.809878	-59.570537	201.837268	175.510025	1
5555	5555	1166	1546255.878951	-1768.575189	-707.431242	-3231.420505	-59.467783	201.808337	175.481094	1
5555	5555	1167	1546257.878951	-1774.332870	-708.711359	-3228.020663	-59.364977	201.779526	175.452283	1
5555	5555	1168	1546259.878951	-1780.085226	-709.987572	-3224.610362	-59.262170	201.750840	175.423597	1
5555	5555	1169	1546261.878951	-1785.832239	-711.259880	-3221.189615	-59.159405	201.722482	175.395239	1
5555	5555	1170	1546263.878951	-1791.573888	-712.528280	-3217.758432	-59.056638	201.694246	175.367003	1
5555	5555	1171	1546265.878951	-1797.310153	-713.792769	-3214.316824	-58.953886	201.665478	175.338235	1
5555	5555	1172	1546267.878951	-1803.041016	-715.053345	-3210.864803	-58.851132	201.636833	175.309590	1
5555	5555	1173	1546269.878951	-1808.766458	-716.310005	-3207.402380	-58.748231	201.608857	175.281614	1
5555	5555	1174	1546271.878951	-1814.486458	-717.562746	-3203.929567	-58.645329	201.581000	175.253757	1
5555	5555	1175	1546273.878951	-1820.200997	-718.811567	-3200.446374	-58.542553	201.553617	175.226374	1
5555	5555	1176	1546275.878951	-1825.910056	-720.056465	-3196.952812	-58.439775	201.526346	175.199103	1
5555	5555	1177	1546277.878951	-1831.613616	-721.297438	-3193.448895	-58.336817	201.498827	175.171584	1
5555	5555	1178	1546279.878951	-1837.311657	-722.534483	-3189.934632	-58.233859	201.471421	175.144177	1
5555	5555	1179	1546281.878951	-1843.004160	-723.767597	-3186.410036	-58.131086	201.444039	175.116795	1
5555	5555	1180	1546283.878951	-1848.691105	-724.996779	-3182.875117	-58.028312	201.416768	175.089525	1
5555	5555	1181	1546285.878951	-1854.372473	-726.222026	-3179.329888	-57.925402	201.389702	175.062459	1
5555	5555	1182	1546287.878951	-1860.048246	-727.443336	-3175.774360	-57.822491	201.362746	175.035503	1
5555	5555	1183	1546289.878951	-1865.718403	-728.660706	-3172.208544	-57.719524	201.336137	175.008893	1
5555	5555	1184	1546291.878951	-1871.382926	-729.874135	-3168.632453	-57.616556	201.309631	174.982388	1
5555	5555	1185	1546293.878951	-1877.041796	-731.083619	-3165.046098	-57.513646	201.282895	174.955652	1
5555	5555	1186	1546295.878951	-1882.694992	-732.289157	-3161.449490	-57.410734	201.256264	174.929020	1
5555	5555	1187	1546297.878951	-1888.342496	-733.490747	-3157.842642	-57.307581	201.229819	174.902576	1
5555	5555	1188	1546299.878951	-1893.984289	-734.688386	-3154.225565	-57.204428	201.203478	174.876235	1
5555	5555	1189	1546301.878951	-1899.620352	-735.882072	-3150.598271	-57.101509	201.177495	174.850251	1
5555	5555	1190	1546303.878951	-1905.250665	-737.071803	-3146.960772	-56.998589	201.151610	174.824367	1
5555	5555	1191	1546305.878951	-1910.875209	-738.257577	-3143.313080	-56.895481	201.125913	174.798670	1
5555	5555	1192	1546307.878951	-1916.493966	-739.439391	-3139.655206	-56.792373	201.100313	174.773070	1
5555	5555	1193	1546309.878951	-1922.106916	-740.617244	-3135.987163	-56.689456	201.074386	174.747143	1
